constituency_code,party_share,turnout,party_candidate,party_vote,party_name,party_swing
E14000688,47.8,68.6,Justin Madders,22316,Labour,3.1
E14000688,34.3,68.6,Katherine Fletcher,16041,Conservative,-0.5
E14000688,12.0,68.6,Jonathan Starkey,5594,UKIP,8.3
E14000688,3.3,68.6,Trish Derraugh,1563,Liberal Democrat,-11.7
E14000688,2.1,68.6,Michelle Palmer,990,Green Party,2.1
E14000688,0.4,68.6,Felicity Dowling,192,TUSC,0.4
E14000688,0.1,68.6,John Dyer,31,Independent,0.1
E14000689,48.4,73.0,Alec Shelbrooke,27978,Conservative,5.8
E14000689,33.7,73.0,Veronica King,19488,Labour,-0.8
E14000689,11.1,73.0,Paul Spivey,6430,UKIP,8.3
E14000689,4.6,73.0,Stewart Golton,2640,Liberal Democrat,-11.8
E14000689,2.2,73.0,Dave Brooks,1261,Green Party,2.2
E14000692,49.4,70.5,David Burrowes,22624,Conservative,-0.1
E14000692,39.0,70.5,Bambos Charalambous,17871,Labour,6.8
E14000692,4.6,70.5,David Schofield,2109,UKIP,3.5
E14000692,3.7,70.5,Jean Robertson-Molloy,1690,Green Party,2.3
E14000692,3.3,70.5,Paul Smith,1518,Liberal Democrat,-10.5
E14000685,42.3,69.7,Mims Davies,23464,Conservative,2.9
E14000685,25.8,69.7,Mike Thornton,14317,Liberal Democrat,-20.7
E14000685,15.8,69.7,Patricia Culligan,8783,UKIP,12.2
E14000685,12.9,69.7,Mark Latham,7181,Labour,3.3
E14000685,2.7,69.7,Ron Meldrum,1513,Green Party,2.7
E14000685,0.2,69.7,Ray Hall,133,"Beer, Baccy and Scratchings Party",0.2
E14000685,0.2,69.7,Declan Clune,114,TUSC,0.2
E14000691,43.7,67.7,Joan Ryan,20172,Labour,5.2
E14000691,41.4,67.7,Nick de Bois,19086,Conservative,-0.9
E14000691,9.0,67.7,Deborah Cairns,4133,UKIP,6.8
E14000691,2.8,67.7,David Flint,1303,Green Party,1.7
E14000691,2.3,67.7,Cara Jenkinson,1059,Liberal Democrat,-9.9
E14000691,0.4,67.7,Yemi Awolola,207,Christian Peoples Alliance,0.4
E14000691,0.4,67.7,Joe Simpson,177,TUSC,0.4
E14000693,54.8,67.1,Eleanor Laing,27027,Conservative,0.8
E14000693,18.3,67.1,Andrew Smith,9049,UKIP,14.4
E14000693,16.1,67.1,Gareth Barrett,7962,Labour,1.9
E14000693,7.0,67.1,Jon Whitehouse,3448,Liberal Democrat,-14.5
E14000693,3.6,67.1,Anna Widdup,1782,Green Party,2.2
E14000693,0.2,67.1,Gerard Wadsworth,80,Young People's Party,0.2
E14000694,58.3,72.7,Christopher Grayling,33309,Conservative,2.1
E14000694,15.5,72.7,Sheila Carlson,8866,Labour,3.6
E14000694,12.5,72.7,Robert Leach,7117,UKIP,7.8
E14000694,8.8,72.7,Stephen Gee,5002,Liberal Democrat,-18.1
E14000694,3.7,72.7,Susan McGrath,2116,Green Party,3.7
E14000694,1.1,72.7,Lionel Blackman,612,Independent,1.1
E14000694,0.2,72.7,Gareth Harfoot,121,Independent,0.2
E14000696,49.8,61.1,Teresa Pearce,21209,Labour,4.9
E14000696,27.4,61.1,Anna Firth,11684,Conservative,-4.0
E14000696,17.3,61.1,Ronie Johnson,7368,UKIP,14.6
E14000696,2.3,61.1,Simon Waddington,972,Liberal Democrat,-9.8
E14000696,2.2,61.1,Ann Garrett,941,Green Party,1.4
E14000696,0.6,61.1,Sid Cordle,255,Christian Peoples Alliance,-0.3
E14000696,0.4,61.1,Graham Moore,188,English Democrats,-0.7
E14000697,62.9,71.3,Dominic Raab,35845,Conservative,4.0
E14000697,12.7,71.3,Francis Eldergill,7229,Labour,2.0
E14000697,9.7,71.3,Nicholas Wood,5551,UKIP,6.5
E14000697,9.4,71.3,Andrew Davis,5372,Liberal Democrat,-15.4
E14000697,4.1,71.3,Olivia Palmer,2355,Green Party,4.1
E14000697,0.7,71.3,Matt Heenan,396,Cannabis Is Safer Than Alcohol,0.7
E14000697,0.4,71.3,Della Reynolds,228,Independent,0.4
E14000695,42.7,67.2,Maggie Throup,20636,Conservative,3.2
E14000695,35.3,67.2,Catherine Atkinson,17052,Labour,1.1
E14000695,16.1,67.2,Philip Rose,7792,UKIP,14.3
E14000695,3.4,67.2,Martin Garnett,1658,Liberal Democrat,-14.1
E14000695,2.5,67.2,Ralph Hierons,1184,Green Party,1.3
E14000699,56.1,70.8,Suella Fernandes,30689,Conservative,0.8
E14000699,15.4,70.8,Malcolm Jones,8427,UKIP,11.3
E14000699,14.3,70.8,Stuart Rose,7800,Labour,0.1
E14000699,8.8,70.8,Matthew Winnington,4814,Liberal Democrat,-15.0
E14000699,3.9,70.8,Miles Grindey,2129,Green Party,2.4
E14000699,1.3,70.8,Nick Gregory,705,Independent,1.3
E14000699,0.2,70.8,Harvey Hines,136,Independent,0.2
E14000700,54.4,65.9,Helen Whately,24895,Conservative,-1.8
E14000700,18.0,65.9,Peter Edwards-Daem,8243,UKIP,14.3
E14000700,16.2,65.9,Michael Desmond,7403,Labour,-0.4
E14000700,6.6,65.9,David Naghi,3039,Liberal Democrat,-13.0
E14000700,3.9,65.9,Tim Valentine,1768,Green Party,2.0
E14000700,0.6,65.9,Hairy Davidson,297,Monster Raving Loony Party,-0.2
E14000700,0.3,65.9,Gary Butler,158,English Democrats,0.3
E14000701,52.3,60.0,Seema Malhotra,25845,Labour,8.7
E14000701,29.1,60.0,Simon Nayyar,14382,Conservative,-4.9
E14000701,12.6,60.0,Peter Dul,6209,UKIP,10.5
E14000701,3.2,60.0,Roger Crouch,1579,Liberal Democrat,-10.6
E14000701,2.8,60.0,Tony Firkins,1390,Green Party,1.7
E14000698,46.4,70.2,Ben Bradshaw,25062,Labour,8.2
E14000698,33.1,70.2,Dom Morris,17879,Conservative,0.1
E14000698,9.4,70.2,Keith Crawford,5075,UKIP,5.7
E14000698,6.5,70.2,Diana Moore,3491,Green Party,4.9
E14000698,4.3,70.2,Joel Mason,2321,Liberal Democrat,-16.0
E14000698,0.4,70.2,Ed Potts,190,TUSC,0.4
E14000702,46.7,69.4,Jack Lopresti,22920,Conservative,5.9
E14000702,26.6,69.4,Ian Boulton,13082,Labour,0.2
E14000702,14.8,69.4,Ben Walker,7261,UKIP,11.7
E14000702,7.3,69.4,Pete Bruce,3581,Liberal Democrat,-18.0
E14000702,4.6,69.4,Diana Warner,2257,Green Party,3.7
E14000703,50.9,70.5,Mike Freer,25835,Conservative,4.9
E14000703,39.7,70.5,Sarah Sackman,20173,Labour,6.1
E14000703,3.4,70.5,Richard King,1732,UKIP,1.7
E14000703,3.3,70.5,Jonathan Davies,1662,Liberal Democrat,-13.8
E14000703,2.7,70.5,Adele Ward,1357,Green Party,1.1
E14000706,49.1,66.3,Mark Menzies,21406,Conservative,-3.1
E14000706,18.8,66.3,Jed Sullivan,8182,Labour,-1.0
E14000706,12.8,66.3,Paul White,5569,UKIP,8.3
E14000706,11.9,66.3,Mike Hill,5166,Independent,11.9
E14000706,3.7,66.3,Freddie van Mierlo,1623,Liberal Democrat,-18.3
E14000706,3.2,66.3,Bob Dennett,1381,Green Party,1.7
E14000706,0.5,66.3,Elizabeth Clarkson,230,The Northern Party,0.5
E14000707,52.7,67.3,Edward Leigh,25949,Conservative,3.4
E14000707,21.3,67.3,David Prescott,10500,Labour,5.7
E14000707,15.7,67.3,John Saxon,7727,UKIP,11.5
E14000707,6.7,67.3,Lesley Rollings,3290,Liberal Democrat,-21.2
E14000707,2.6,67.3,Geoffrey Barnes,1290,Green Party,2.6
E14000707,1.0,67.3,Chris Darcel,505,Lincolnshire Independents,1.0
E14000705,46.8,70.9,Mark Harper,23191,Conservative,0.0
E14000705,24.6,70.9,Steve Parry-Hearn,12204,Labour,0.5
E14000705,17.8,70.9,Steve Stanbury,8792,UKIP,12.6
E14000705,5.5,70.9,James Greenwood,2703,Green Party,3.6
E14000705,5.3,70.9,Chris Coleman,2630,Liberal Democrat,-16.6
E14000704,47.9,65.8,Damian Collins,26323,Conservative,-1.6
E14000704,22.8,65.8,Harriet Yeo,12526,UKIP,18.2
E14000704,14.4,65.8,Claire Jeffrey,7939,Labour,3.6
E14000704,8.9,65.8,Lynne Beaumont,4882,Liberal Democrat,-21.4
E14000704,5.4,65.8,Martin Whybrow,2956,Green Party,4.2
E14000704,0.4,65.8,Seth Cruse,244,TUSC,0.4
E14000704,0.1,65.8,Rohen Kapur,72,Young People's Party,0.1
E14000704,0.1,65.8,Andy Thomas,68,Socialist Party GB,0.1
E14000708,69.1,66.1,Maria Eagle,33839,Labour,9.6
E14000708,13.7,66.1,Martin Williams,6693,Conservative,-2.5
E14000708,9.2,66.1,Carl Schears,4482,UKIP,5.6
E14000708,4.7,66.1,Anna Martin,2279,Liberal Democrat,-15.5
E14000708,3.5,66.1,Will Ward,1690,Green Party,3.5
E14000711,48.0,64.8,Rehman Chishti,22590,Conservative,1.8
E14000711,25.6,64.8,Paul Clark,12060,Labour,-2.0
E14000711,19.5,64.8,Mark Hanson,9199,UKIP,16.3
E14000711,3.6,64.8,Paul Chaplin,1707,Liberal Democrat,-14.5
E14000711,2.4,64.8,Neil Williams,1133,Green Party,1.6
E14000711,0.6,64.8,Jacqui Berry,273,TUSC,0.6
E14000711,0.2,64.8,Roger Peacock,72,Independent,0.2
E14000711,0.1,64.8,Mike Walters,44,Independent,0.1
E14000709,56.8,59.4,Ian Mearns,21549,Labour,2.6
E14000709,17.8,59.4,John Tennant,6765,UKIP,14.9
E14000709,14.5,59.4,Tom Smith,5502,Conservative,-0.4
E14000709,6.8,59.4,Frank Hindle,2585,Liberal Democrat,-14.5
E14000709,4.1,59.4,Andy Redfern,1548,Green Party,3.1
E14000710,42.3,68.5,Vernon Coaker,20307,Labour,1.2
E14000710,36.1,68.5,Carolyn Abbott,17321,Conservative,-1.2
E14000710,14.4,68.5,Lee Waters,6930,UKIP,11.4
E14000710,4.0,68.5,Robert Swift,1906,Liberal Democrat,-11.3
E14000710,3.2,68.5,Jim Norris,1534,Green Party,3.2
E14000713,55.3,65.1,Caroline Dinenage,26364,Conservative,3.5
E14000713,19.4,65.1,Christopher Wood,9266,UKIP,16.3
E14000713,14.5,65.1,Alan Durrant,6926,Labour,-2.4
E14000713,6.9,65.1,Rob Hylands,3298,Liberal Democrat,-14.1
E14000713,3.6,65.1,Monica Cassidy,1707,Green Party,2.4
E14000713,0.2,65.1,Jeffrey Roberts,104,Independent,0.2
E14000714,52.8,66.2,Nick Boles,28399,Conservative,2.5
E14000714,17.5,66.2,Marietta King,9410,UKIP,14.5
E14000714,16.9,66.2,Barrie Fairbairn,9070,Labour,-1.1
E14000714,6.1,66.2,Harrish Bisnauthsing,3263,Liberal Democrat,-16.1
E14000714,3.5,66.2,Aidan Campbell,1872,Green Party,3.5
E14000714,1.9,66.2,Ian Selby,1017,Independent,1.9
E14000714,1.3,66.2,Jan Hansen,724,Lincolnshire Independents,-0.4
E14000715,46.8,67.5,Adam Holloway,23484,Conservative,-1.7
E14000715,30.1,67.5,Tan Dhesi,15114,Labour,1.3
E14000715,18.6,67.5,Sean Marriott,9306,UKIP,13.8
E14000715,2.2,67.5,Mark Lindop,1124,Green Party,0.8
E14000715,2.2,67.5,Anne-Marie Bunting,1111,Liberal Democrat,-11.1
E14000718,52.2,63.7,Matthew Pennycook,24384,Labour,3.0
E14000718,26.6,63.7,Matt Hartley,12438,Conservative,2.1
E14000718,8.3,63.7,Ryan Acty,3888,UKIP,8.3
E14000718,6.4,63.7,Abideen Akinoshun,2991,Green Party,3.8
E14000718,5.7,63.7,Tom Holder,2645,Liberal Democrat,-12.5
E14000718,0.8,63.7,Lynne Chamberlain,370,TUSC,0.1
E14000712,45.3,63.4,Richard Graham,23827,Conservative,5.4
E14000712,31.6,63.4,Sophy Gardner,16586,Labour,-3.6
E14000712,14.3,63.4,Richard Ford,7497,UKIP,10.7
E14000712,5.4,63.4,Jeremy Hilton,2828,Liberal Democrat,-13.9
E14000712,2.8,63.4,Jonathan Ingleby,1485,Green Party,1.8
E14000712,0.4,63.4,George Ridgeon,227,Monster Raving Loony Party,0.4
E14000712,0.2,63.4,Sue Powell,115,TUSC,0.2
E14000719,57.1,70.5,Anne Milton,30802,Conservative,3.8
E14000719,15.5,70.5,Kelly-Marie Blundell,8354,Liberal Democrat,-23.8
E14000719,12.1,70.5,Richard Wilson,6534,Labour,7.0
E14000719,8.8,70.5,Harry Aldridge,4774,UKIP,7.0
E14000719,4.7,70.5,John Pletts,2558,Green Party,4.7
E14000719,1.0,70.5,Susan Parker,538,Guildford Greenbelt Group,1.0
E14000719,0.4,70.5,John Morris,230,Peace Party,-0.1
E14000719,0.4,70.5,Gerri Smyth,196,Cannabis Is Safer Than Alcohol,0.4
E14000716,39.8,57.7,Melanie Onn,13414,Labour,7.1
E14000716,26.3,57.7,Marc Jones,8874,Conservative,-4.2
E14000716,25.0,57.7,Victoria Ayling,8417,UKIP,18.8
E14000716,5.0,57.7,Steve Beasant,1680,Liberal Democrat,-17.4
E14000716,2.3,57.7,Vicky Dunn,783,Green Party,2.3
E14000716,1.2,57.7,Gary Calder,390,Independent,1.2
E14000716,0.5,57.7,Val O'Flynn,173,TUSC,0.5
E14000720,62.9,60.0,Diane Abbott,31357,Labour,7.9
E14000720,14.7,60.0,Amy Gray,7349,Conservative,0.2
E14000720,14.6,60.0,Heather Finlay,7281,Green Party,10.0
E14000720,5.0,60.0,Simon de Deney,2492,Liberal Democrat,-18.9
E14000720,2.2,60.0,Keith Fraser,1085,UKIP,2.2
E14000720,0.4,60.0,Jon Homan,221,Animal Welfare Party,0.4
E14000720,0.2,60.0,Jonathan Silberman,102,Communist League,0.2
E14000724,54.2,68.5,David Davis,26414,Conservative,3.9
E14000724,21.0,68.5,Edward Hart,10219,Labour,5.3
E14000724,13.9,68.5,John Kitchener,6781,UKIP,13.9
E14000724,6.3,68.5,Carl Minns,3055,Liberal Democrat,-20.2
E14000724,3.7,68.5,Tim Greene,1809,Green Party,2.3
E14000724,1.0,68.5,Diana Wallis,479,Yorkshire First,1.0
E14000722,43.2,59.1,James Morris,18933,Conservative,2.0
E14000722,36.2,59.1,Stephanie Peacock,15851,Labour,-0.4
E14000722,16.6,59.1,Dean Perks,7280,UKIP,10.2
E14000722,2.1,59.1,Peter Tyzack,905,Liberal Democrat,-12.7
E14000722,1.9,59.1,John Payne,849,Green Party,1.9
E14000717,42.9,63.7,Brandon Lewis,19089,Conservative,-0.2
E14000717,29.1,63.7,Lara Norris,12935,Labour,-4.1
E14000717,23.1,63.7,Alan Grey,10270,UKIP,18.3
E14000717,2.3,63.7,James Joyce,1030,Liberal Democrat,-12.1
E14000717,2.2,63.7,Harry Webb,978,Green Party,1.2
E14000717,0.4,63.7,Sam Townley,167,Cannabis Is Safer Than Alcohol,0.4
E14000721,64.4,59.5,Meg Hillier,30663,Labour,8.7
E14000721,13.5,59.5,Jack Tinley,6420,Conservative,0.0
E14000721,11.6,59.5,Charlotte George,5519,Green Party,8.1
E14000721,4.6,59.5,Ben Mathis,2186,Liberal Democrat,-17.8
E14000721,3.8,59.5,Angus Small,1818,UKIP,2.3
E14000721,0.6,59.5,Brian Debus,302,TUSC,0.6
E14000721,0.6,59.5,Paul Birch,297,Cannabis Is Safer Than Alcohol,0.6
E14000721,0.5,59.5,Taiwo Adewuyi,236,Christian Peoples Alliance,0.5
E14000721,0.2,59.5,Russell Higgs,78,Independent,0.2
E14000721,0.1,59.5,Bill Rogers,63,Workers Revolutionary Party,0.1
E14000721,0.1,59.5,Gordon Shrigley,28,Campaign,0.1
E14000723,40.0,62.1,Holly Lynch,17506,Labour,2.6
E14000723,39.0,62.1,Philip Allott,17078,Conservative,5.0
E14000723,12.8,62.1,Liz Phillips,5621,UKIP,11.3
E14000723,3.7,62.1,Mohammad Ilyas,1629,Liberal Democrat,-15.4
E14000723,2.6,62.1,Gary Scott,1142,Green Party,2.6
E14000723,1.1,62.1,Asama Javed,465,Respect Party,1.1
E14000723,0.7,62.1,Trevor Bendrien,312,Christian Party,0.7
E14000725,62.8,61.8,Derek Twigg,28292,Labour,5.2
E14000725,17.8,61.8,Matthew Lloyd,8007,Conservative,-2.4
E14000725,14.1,61.8,Glyn Redican,6333,UKIP,11.1
E14000725,2.4,61.8,Ryan Bate,1097,Liberal Democrat,-11.4
E14000725,2.3,61.8,David Melvin,1017,Green Party,0.7
E14000725,0.6,61.8,Vic Turton,277,Independent,0.6
E14000726,50.0,66.4,Andy Slaughter,23981,Labour,6.1
E14000726,36.4,66.4,Charlie Dewhirst,17463,Conservative,0.0
E14000726,4.6,66.4,Millicent Scott,2224,Liberal Democrat,-11.3
E14000726,4.4,66.4,David Akan,2105,Green Party,2.9
E14000726,4.4,66.4,Richard Wood,2105,UKIP,3.2
E14000726,0.2,66.4,Stephen Brennan,82,Independent,0.2
E14000732,47.0,66.9,Gareth Thomas,21885,Labour,3.4
E14000732,42.2,66.9,Hannah David,19677,Conservative,5.4
E14000732,4.4,66.9,Mohammad Ali Bhatti,2047,UKIP,2.3
E14000732,3.4,66.9,Christopher Noyce,1567,Liberal Democrat,-12.8
E14000732,2.8,66.9,Rowan Langley,1310,Green Party,1.5
E14000732,0.3,66.9,Kailash Trivedi,117,Independent,0.3
E14000728,52.7,67.5,Edward Garnier,27675,Conservative,3.8
E14000728,15.3,67.5,Sundip Meghani,8043,Labour,2.6
E14000728,14.4,67.5,Mark Hunt,7539,UKIP,11.7
E14000728,13.4,67.5,Zuffar Haq,7037,Liberal Democrat,-17.7
E14000728,4.1,67.5,Darren Woodiwiss,2177,Green Party,4.1
E14000729,48.9,65.1,Robert Halfon,21623,Conservative,4.0
E14000729,30.0,65.1,Suzy Stride,13273,Labour,-3.7
E14000729,16.3,65.1,Sam Stopplecamp,7208,UKIP,12.7
E14000729,2.2,65.1,Murray Sackwild,954,Green Party,2.2
E14000729,2.0,65.1,Geoffrey Seeff,904,Liberal Democrat,-11.6
E14000729,0.4,65.1,David Brown,174,TUSC,0.4
E14000729,0.3,65.1,Eddy Butler,115,English Democrats,0.3
E14000727,44.4,67.3,Tulip Siddiq,23977,Labour,11.6
E14000727,42.3,67.3,Simon Marcus,22839,Conservative,9.6
E14000727,5.6,67.3,Maajid Nawaz,3039,Liberal Democrat,-25.6
E14000727,4.4,67.3,Rebecca Johnson,2387,Green Party,3.0
E14000727,2.8,67.3,Magnus Nielsen,1532,UKIP,2.1
E14000727,0.2,67.3,The Eurovisionary Carroll,113,Independent,0.2
E14000727,0.1,67.3,Robin Ellison,77,The U(niversal) Party,0.1
E14000734,51.0,69.9,Bernard Jenkin,24722,Conservative,4.1
E14000734,19.7,69.9,Edward Carlsson Browne,9548,Labour,-0.2
E14000734,17.5,69.9,Mark Hughes,8464,UKIP,12.3
E14000734,7.4,69.9,Dominic Graham,3576,Liberal Democrat,-16.2
E14000734,4.4,69.9,Christopher Flossman,2122,Green Party,2.5
E14000733,35.6,56.8,Iain Wright,14076,Labour,-6.9
E14000733,28.0,56.8,Phillip Broughton,11052,UKIP,21.0
E14000733,20.9,56.8,Richard Royal,8256,Conservative,-7.2
E14000733,7.5,56.8,Stephen Picton,2954,Independent,7.5
E14000733,3.4,56.8,Michael Holt,1341,Green Party,3.4
E14000733,2.1,56.8,Sandra Allison,849,Save Hartlepool Hospital,2.1
E14000733,1.9,56.8,Hilary Allen,761,Liberal Democrat,-15.2
E14000733,0.5,56.8,John Hobbs,201,Independent,0.5
E14000731,50.3,69.0,Bob Blackman,24668,Conservative,5.7
E14000731,40.6,69.0,Uma Kumaran,19911,Labour,3.1
E14000731,4.8,69.0,Aidan Powlesland,2333,UKIP,2.9
E14000731,2.1,69.0,Ross Barlow,1037,Liberal Democrat,-12.2
E14000731,1.7,69.0,Emma Wallace,846,Green Party,0.1
E14000731,0.4,69.0,Nana Asante,205,TUSC,0.4
E14000730,52.7,69.0,Andrew Jones,28153,Conservative,7.0
E14000730,22.1,69.0,Helen Flynn,11782,Liberal Democrat,-21.7
E14000730,10.6,69.0,David Simister,5681,UKIP,8.7
E14000730,10.1,69.0,Jan Williams,5409,Labour,3.7
E14000730,4.4,69.0,Shan Oakes,2351,Green Party,4.4
E14000737,59.6,60.2,John McDonnell,26843,Labour,4.7
E14000737,24.7,60.2,Pearl Lewis,11143,Conservative,-4.7
E14000737,12.0,60.2,Cliff Dixon,5388,UKIP,12.0
E14000737,2.0,60.2,Satnam Khalsa,888,Liberal Democrat,-6.8
E14000737,1.8,60.2,Alick Munro,794,Green Party,0.9
E14000739,52.9,66.5,Mike Penning,26245,Conservative,2.9
E14000739,23.8,66.5,Tony Breslin,11825,Labour,3.0
E14000739,14.6,66.5,Howard Koch,7249,UKIP,12.1
E14000739,4.8,66.5,Rabi Martins,2402,Liberal Democrat,-18.0
E14000739,3.3,66.5,Alan Borgars,1660,Green Party,3.3
E14000739,0.5,66.5,Brian Hall,252,Independent,0.5
E14000736,51.7,63.5,Alan Mak,23159,Conservative,0.6
E14000736,20.6,63.5,John Perry,9239,UKIP,14.7
E14000736,15.9,63.5,Graham Giles,7149,Labour,-1.8
E14000736,6.5,63.5,Steve Sollitt,2929,Liberal Democrat,-16.9
E14000736,5.2,63.5,Tim Dawes,2352,Green Party,5.2
E14000740,51.3,58.3,Jon Trickett,21772,Labour,4.6
E14000740,22.9,58.3,Christopher Pearson,9694,Conservative,-1.5
E14000740,20.2,58.3,Steve Ashton,8565,UKIP,20.2
E14000740,3.2,58.3,Mary MacQueen,1357,Liberal Democrat,-9.7
E14000740,2.4,58.3,Martin Roberts,1018,Yorkshire First,2.4
E14000741,49.0,66.5,Matthew Offord,24328,Conservative,6.7
E14000741,41.5,66.5,Andrew Dismore,20604,Labour,-0.6
E14000741,5.2,66.5,Raymond Shamash,2595,UKIP,3.2
E14000741,2.2,66.5,Alasdair Hill,1088,Liberal Democrat,-10.2
E14000741,2.0,66.5,Ben Samuel,1015,Green Party,0.9
E14000738,41.4,68.5,William Wragg,17882,Conservative,7.8
E14000738,26.2,68.5,Lisa Smart,11330,Liberal Democrat,-22.6
E14000738,17.5,68.5,Michael Taylor,7584,Labour,5.1
E14000738,12.2,68.5,Darran Palmer,5283,UKIP,7.1
E14000738,2.6,68.5,Graham Reid,1140,Green Party,2.6
E14000742,58.5,70.6,John Howell,32292,Conservative,2.3
E14000742,12.5,70.6,Sam Juthani,6917,Labour,1.6
E14000742,11.2,70.6,Sue Cooper,6205,Liberal Democrat,-13.9
E14000742,10.9,70.6,Chris Jones,6007,UKIP,7.5
E14000742,6.9,70.6,Mark Stevenson,3815,Green Party,4.4
E14000735,44.5,67.8,Amber Rudd,22686,Conservative,3.5
E14000735,35.1,67.8,Sarah Owen,17890,Labour,-2.0
E14000735,13.3,67.8,Andrew Michael,6786,UKIP,10.5
E14000735,3.8,67.8,Jake Bowers,1951,Green Party,3.8
E14000735,3.2,67.8,Nick Perry,1614,Liberal Democrat,-12.5
E14000744,56.1,71.3,Mark Prisk,31593,Conservative,2.3
E14000744,17.9,71.3,Katherine Chibah,10084,Labour,4.2
E14000744,13.4,71.3,Adrian Baker,7534,UKIP,10.3
E14000744,7.8,71.3,Michael Green,4385,Liberal Democrat,-18.2
E14000744,4.8,71.3,Sophie Christophy,2681,Green Party,4.8
E14000746,52.7,71.5,Guy Opperman,22834,Conservative,9.5
E14000746,24.9,71.5,Liam Carr,10803,Labour,5.9
E14000746,9.9,71.5,David Nicholson,4302,UKIP,9.9
E14000746,6.8,71.5,Jeff Reid,2961,Liberal Democrat,-23.1
E14000746,5.6,71.5,Lee Williscroft-Ferris,2445,Green Party,5.6
E14000745,59.3,67.9,Oliver Dowden,29696,Conservative,3.3
E14000745,22.4,67.9,Richard Butler,11235,Labour,3.7
E14000745,12.7,67.9,Frank Ward,6383,UKIP,9.1
E14000745,5.5,67.9,Sophie Bowler,2777,Liberal Democrat,-11.8
E14000743,52.6,66.8,Jesse Norman,24844,Conservative,6.3
E14000743,16.8,66.8,Nigel Ely,7954,UKIP,13.4
E14000743,12.8,66.8,Anna Coda,6042,Labour,5.5
E14000743,10.6,66.8,Lucy Hurds,5002,Liberal Democrat,-30.5
E14000743,7.2,66.8,Diana Toynbee,3415,Green Party,7.2
E14000749,56.9,74.0,Peter Lilley,31488,Conservative,2.3
E14000749,20.6,74.0,Rachel Burgin,11433,Labour,7.1
E14000749,8.9,74.0,John Stocker,4917,UKIP,5.8
E14000749,8.1,74.0,Pauline Pearce,4484,Liberal Democrat,-18.6
E14000749,5.5,74.0,Richard Wise,3053,Green Party,4.0
E14000751,49.0,69.6,Angela Watkinson,27051,Conservative,-2.5
E14000751,25.3,69.6,Lawrence Webb,13977,UKIP,20.0
E14000751,20.1,69.6,Paul McGeary,11103,Labour,-0.7
E14000751,2.7,69.6,Jonathan Mitchell,1501,Liberal Democrat,-11.2
E14000751,2.6,69.6,Melanie Collins,1411,Green Party,1.5
E14000751,0.3,69.6,Paul Borg,193,British National Party,-6.1
E14000747,43.1,60.7,Liz McInnes,20926,Labour,3.0
E14000747,32.2,60.7,John Bickley,15627,UKIP,29.6
E14000747,19.1,60.7,Iain Gartside,9268,Conservative,-8.1
E14000747,3.3,60.7,Anthony Smith,1607,Liberal Democrat,-19.4
E14000747,2.3,60.7,Abi Jackson,1110,Green Party,2.3
E14000748,45.0,69.3,Andrew Bingham,22836,Conservative,4.1
E14000748,35.3,69.3,Caitlin Bisknell,17942,Labour,3.7
E14000748,11.4,69.3,Ian Guiver,5811,UKIP,8.1
E14000748,4.7,69.3,Stephen Worrall,2389,Liberal Democrat,-17.1
E14000748,3.6,69.3,Charlotte Farrell,1811,Green Party,1.7
E14000750,52.9,63.2,Keir Starmer,29062,Labour,6.8
E14000750,21.9,63.2,Will Blair,12014,Conservative,1.5
E14000750,12.8,63.2,Natalie Bennett,7013,Green Party,10.1
E14000750,6.5,63.2,Jill Fraser,3555,Liberal Democrat,-21.4
E14000750,5.0,63.2,Maxine Spencer,2740,UKIP,3.9
E14000750,0.5,63.2,Shane O'Donnell,252,Cannabis Is Safer Than Alcohol,0.5
E14000750,0.3,63.2,Vanessa Hudson,173,Animal Welfare Party,0.3
E14000750,0.2,63.2,David O'Sullivan,108,Socialist Equality,0.2
E14000753,57.3,72.8,Jeremy Quin,32627,Conservative,4.6
E14000753,14.0,72.8,Roger Arthur,7969,UKIP,8.9
E14000753,11.7,72.8,Morwen Millson,6647,Liberal Democrat,-20.5
E14000753,11.4,72.8,Martyn Davis,6499,Labour,3.9
E14000753,3.9,72.8,Darrin Green,2198,Green Party,2.8
E14000753,0.7,72.8,James Smith,375,Something New,0.7
E14000753,0.5,72.8,Jim Duggan,307,Peace Party,0.1
E14000753,0.5,72.8,Jim Rae,303,Independent,0.5
E14000754,55.1,56.3,Bridget Phillipson,21218,Labour,4.8
E14000754,21.5,56.3,Richard Elvin,8280,UKIP,18.8
E14000754,18.5,56.3,Stewart Hay,7105,Conservative,-3.0
E14000754,2.8,56.3,Alan Robinson,1095,Green Party,2.8
E14000754,2.1,56.3,Jim Murray,791,Liberal Democrat,-11.9
E14000752,50.9,72.9,Catherine West,29417,Labour,16.9
E14000752,31.8,72.9,Lynne Featherstone,18359,Liberal Democrat,-14.7
E14000752,9.3,72.9,Suhail Rahuja,5347,Conservative,-7.4
E14000752,5.4,72.9,Gordon Peters,3146,Green Party,3.2
E14000752,2.2,72.9,Clive Morrison,1271,UKIP,2.2
E14000752,0.2,72.9,Helen Spiby-Vann,118,Christian Peoples Alliance,0.2
E14000752,0.1,72.9,Frank Sweeney,82,Workers Revolutionary Party,0.1
E14000752,0.1,72.9,Geoff Moseley,45,Hoi Polloi,0.1
E14000756,44.9,62.0,Barry Sheerman,18186,Labour,6.1
